Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Temperature,Traffic_Level,Parking_Occupancy,Mobile_Density,Historical_Average_Visitors,Crowd_Level,Waiting_Time
Hyderabad Exhibition Centre,Event Venue,2025-06-23,Monday,8,No,No,No,Sunny,34.6,Medium,24.5,Low,2910,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-06-23,Monday,11,No,No,No,Sunny,31.5,Medium,48.4,Medium,5739,Medium,37
Hyderabad Exhibition Centre,Event Venue,2025-06-23,Monday,15,No,No,No,Sunny,34.7,Medium,76.4,Medium,10407,Very High,112
Hyderabad Exhibition Centre,Event Venue,2025-06-23,Monday,19,No,No,No,Sunny,32.4,High,73.5,High,12022,Very High,163
Hyderabad Exhibition Centre,Event Venue,2025-06-24,Tuesday,8,No,No,No,Sunny,31.7,Low,29.6,Low,2948,Medium,17
Hyderabad Exhibition Centre,Event Venue,2025-06-24,Tuesday,11,No,No,No,Sunny,33.7,Medium,66.5,Medium,6249,High,33
Hyderabad Exhibition Centre,Event Venue,2025-06-24,Tuesday,15,No,No,No,Rainy,32.0,Medium,38.3,Medium,9455,High,55
Hyderabad Exhibition Centre,Event Venue,2025-06-24,Tuesday,19,No,No,No,Rainy,33.6,Medium,87.6,High,11311,High,136
Hyderabad Exhibition Centre,Event Venue,2025-06-25,Wednesday,8,No,No,No,Rainy,32.8,Low,45.6,Low,2537,Low,9
Hyderabad Exhibition Centre,Event Venue,2025-06-25,Wednesday,11,No,No,No,Cloudy,31.5,Medium,40.3,Medium,6247,High,49
Hyderabad Exhibition Centre,Event Venue,2025-06-25,Wednesday,15,No,No,No,Cloudy,33.0,Medium,53.8,High,8944,High,73
Hyderabad Exhibition Centre,Event Venue,2025-06-25,Wednesday,19,No,No,No,Cloudy,33.4,High,74.6,High,11876,Very High,170
Hyderabad Exhibition Centre,Event Venue,2025-06-26,Thursday,8,No,No,No,Sunny,31.0,Medium,37.0,Low,2633,Low,18
Hyderabad Exhibition Centre,Event Venue,2025-06-26,Thursday,11,No,No,No,Sunny,37.3,Medium,59.3,Medium,6093,High,64
Hyderabad Exhibition Centre,Event Venue,2025-06-26,Thursday,15,No,No,No,Cloudy,30.7,High,66.2,High,9510,Very High,105
Hyderabad Exhibition Centre,Event Venue,2025-06-26,Thursday,19,No,No,No,Cloudy,35.5,Medium,56.7,Medium,12701,Very High,102
Hyderabad Exhibition Centre,Event Venue,2025-06-27,Friday,8,No,No,No,Sunny,30.4,Medium,20.3,Medium,2904,Low,24
Hyderabad Exhibition Centre,Event Venue,2025-06-27,Friday,11,No,No,No,Sunny,33.3,Medium,43.8,High,5729,High,59
Hyderabad Exhibition Centre,Event Venue,2025-06-27,Friday,15,No,No,No,Sunny,30.1,Medium,82.0,Medium,9834,Very High,95
Hyderabad Exhibition Centre,Event Venue,2025-06-27,Friday,19,No,No,No,Cloudy,31.4,High,100.0,High,12433,Very High,151
Hyderabad Exhibition Centre,Event Venue,2025-06-28,Saturday,8,Yes,No,No,Cloudy,30.7,Medium,39.0,Low,3271,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-06-28,Saturday,11,Yes,No,No,Sunny,36.3,Medium,44.0,Medium,7375,Medium,34
Hyderabad Exhibition Centre,Event Venue,2025-06-28,Saturday,15,Yes,No,No,Sunny,32.2,Medium,81.1,High,10865,Very High,94
Hyderabad Exhibition Centre,Event Venue,2025-06-28,Saturday,19,Yes,No,No,Sunny,35.5,High,74.0,High,15705,Very High,98
Hyderabad Exhibition Centre,Event Venue,2025-06-29,Sunday,8,Yes,No,No,Sunny,29.6,Medium,36.5,Low,2779,Medium,11
Hyderabad Exhibition Centre,Event Venue,2025-06-29,Sunday,11,Yes,No,No,Sunny,33.9,Medium,62.8,Medium,7206,Medium,68
Hyderabad Exhibition Centre,Event Venue,2025-06-29,Sunday,15,Yes,No,No,Sunny,33.6,High,78.1,High,11653,Very High,102
Hyderabad Exhibition Centre,Event Venue,2025-06-29,Sunday,19,Yes,No,No,Sunny,34.7,High,80.3,High,15066,Very High,111
Hyderabad Exhibition Centre,Event Venue,2025-06-30,Monday,8,No,No,No,Cloudy,34.2,Low,28.5,Low,2593,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-06-30,Monday,11,No,No,No,Rainy,32.2,Medium,49.5,Low,5704,Medium,16
Hyderabad Exhibition Centre,Event Venue,2025-06-30,Monday,15,No,No,No,Rainy,36.4,Medium,30.7,Medium,9387,High,52
Hyderabad Exhibition Centre,Event Venue,2025-06-30,Monday,19,No,No,No,Rainy,34.7,High,48.4,Medium,13023,High,51
Hyderabad Exhibition Centre,Event Venue,2025-07-01,Tuesday,8,No,No,No,Cloudy,34.3,Medium,22.3,Low,2729,Medium,18
Hyderabad Exhibition Centre,Event Venue,2025-07-01,Tuesday,11,No,No,No,Sunny,33.7,Medium,57.9,Medium,6197,High,59
Hyderabad Exhibition Centre,Event Venue,2025-07-01,Tuesday,15,No,No,No,Rainy,32.7,Low,47.9,Medium,9933,Medium,38
Hyderabad Exhibition Centre,Event Venue,2025-07-01,Tuesday,19,No,No,No,Sunny,32.1,High,87.2,High,12836,Very High,140
Hyderabad Exhibition Centre,Event Venue,2025-07-02,Wednesday,8,No,No,No,Sunny,31.5,Medium,26.5,Medium,2524,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-07-02,Wednesday,11,No,No,No,Rainy,33.1,Low,26.8,Medium,5945,Medium,18
Hyderabad Exhibition Centre,Event Venue,2025-07-02,Wednesday,15,No,No,No,Rainy,29.4,Medium,44.0,Medium,9076,High,56
Hyderabad Exhibition Centre,Event Venue,2025-07-02,Wednesday,19,No,No,No,Sunny,28.9,High,80.7,High,12939,Very High,173
Hyderabad Exhibition Centre,Event Venue,2025-07-03,Thursday,8,No,No,No,Cloudy,30.5,Low,29.0,Low,2820,Low,23
Hyderabad Exhibition Centre,Event Venue,2025-07-03,Thursday,11,No,No,No,Sunny,34.1,Medium,75.7,Medium,6263,High,64
Hyderabad Exhibition Centre,Event Venue,2025-07-03,Thursday,15,No,No,No,Rainy,30.1,Medium,66.1,Medium,8941,Medium,20
Hyderabad Exhibition Centre,Event Venue,2025-07-03,Thursday,19,No,No,No,Sunny,29.8,High,89.3,High,13302,Very High,139
Hyderabad Exhibition Centre,Event Venue,2025-07-04,Friday,8,No,No,No,Cloudy,35.6,Low,31.0,Low,2689,Low,14
Hyderabad Exhibition Centre,Event Venue,2025-07-04,Friday,11,No,No,No,Sunny,30.9,Low,37.8,Medium,5837,Medium,19
Hyderabad Exhibition Centre,Event Venue,2025-07-04,Friday,15,No,No,No,Cloudy,32.8,High,81.0,High,9610,Very High,128
Hyderabad Exhibition Centre,Event Venue,2025-07-04,Friday,19,No,No,No,Sunny,32.1,High,92.1,High,12140,Very High,185
Hyderabad Exhibition Centre,Event Venue,2025-07-05,Saturday,8,Yes,No,No,Sunny,36.1,Medium,30.0,Low,3111,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-07-05,Saturday,11,Yes,No,No,Sunny,30.5,Medium,42.0,Medium,6668,Medium,42
Hyderabad Exhibition Centre,Event Venue,2025-07-05,Saturday,15,Yes,No,No,Cloudy,30.0,Medium,71.1,High,12096,Very High,93
Hyderabad Exhibition Centre,Event Venue,2025-07-05,Saturday,19,Yes,No,No,Sunny,31.5,High,74.6,High,14468,Very High,195
Hyderabad Exhibition Centre,Event Venue,2025-07-06,Sunday,8,Yes,No,No,Sunny,29.1,Medium,42.2,Low,3122,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-07-06,Sunday,11,Yes,No,No,Sunny,32.4,Medium,46.6,Medium,6590,High,47
Hyderabad Exhibition Centre,Event Venue,2025-07-06,Sunday,15,Yes,No,No,Sunny,32.9,High,86.8,High,11934,High,80
Hyderabad Exhibition Centre,Event Venue,2025-07-06,Sunday,19,Yes,No,No,Sunny,32.3,Medium,81.1,Medium,16166,High,85
Hyderabad Exhibition Centre,Event Venue,2025-07-07,Monday,8,No,No,No,Rainy,26.4,Low,37.4,Low,3000,Low,11
Hyderabad Exhibition Centre,Event Venue,2025-07-07,Monday,11,No,No,No,Rainy,33.6,Medium,33.6,Low,6118,Medium,21
Hyderabad Exhibition Centre,Event Venue,2025-07-07,Monday,15,No,No,No,Cloudy,35.4,High,74.1,High,9305,High,61
Hyderabad Exhibition Centre,Event Venue,2025-07-07,Monday,19,No,No,No,Sunny,33.7,High,94.4,Medium,13757,Very High,143
Hyderabad Exhibition Centre,Event Venue,2025-07-08,Tuesday,8,No,No,No,Cloudy,34.8,Medium,24.6,Low,2281,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-07-08,Tuesday,11,No,No,No,Rainy,32.6,Low,25.5,Low,5855,Low,41
Hyderabad Exhibition Centre,Event Venue,2025-07-08,Tuesday,15,No,No,No,Rainy,28.9,Low,56.3,Medium,9549,High,47
Hyderabad Exhibition Centre,Event Venue,2025-07-08,Tuesday,19,No,No,No,Sunny,33.8,High,84.8,Medium,13165,Very High,149
Hyderabad Exhibition Centre,Event Venue,2025-07-09,Wednesday,8,No,No,No,Cloudy,32.6,Medium,34.2,Low,2472,Low,15
Hyderabad Exhibition Centre,Event Venue,2025-07-09,Wednesday,11,No,No,No,Cloudy,34.0,Low,41.5,Medium,6062,Medium,32
Hyderabad Exhibition Centre,Event Venue,2025-07-09,Wednesday,15,No,No,No,Cloudy,33.5,Medium,83.2,Medium,9773,Very High,115
Hyderabad Exhibition Centre,Event Venue,2025-07-09,Wednesday,19,No,No,No,Sunny,34.4,High,77.2,High,13260,Very High,135
Hyderabad Exhibition Centre,Event Venue,2025-07-10,Thursday,8,No,No,No,Sunny,32.9,Low,30.5,Low,2352,Low,19
Hyderabad Exhibition Centre,Event Venue,2025-07-10,Thursday,11,No,No,No,Sunny,34.3,Medium,64.1,Medium,5914,Medium,54
Hyderabad Exhibition Centre,Event Venue,2025-07-10,Thursday,15,No,No,No,Cloudy,31.9,Medium,71.5,High,9333,High,90
Hyderabad Exhibition Centre,Event Venue,2025-07-10,Thursday,19,No,No,No,Sunny,31.2,High,88.7,High,13762,Very High,165
Hyderabad Exhibition Centre,Event Venue,2025-07-11,Friday,8,No,No,No,Sunny,31.6,Medium,35.7,Low,2734,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-07-11,Friday,11,No,No,No,Sunny,32.9,Medium,34.3,Medium,5895,Medium,24
Hyderabad Exhibition Centre,Event Venue,2025-07-11,Friday,15,No,No,No,Cloudy,35.0,High,92.8,High,9541,Very High,117
Hyderabad Exhibition Centre,Event Venue,2025-07-11,Friday,19,No,No,No,Cloudy,31.8,High,100.0,High,12349,Very High,128
Hyderabad Exhibition Centre,Event Venue,2025-07-12,Saturday,8,Yes,No,No,Cloudy,32.5,Medium,43.8,Low,3041,Low,7
Hyderabad Exhibition Centre,Event Venue,2025-07-12,Saturday,11,Yes,No,No,Cloudy,32.6,Medium,37.8,Low,6938,Medium,49
Hyderabad Exhibition Centre,Event Venue,2025-07-12,Saturday,15,Yes,No,No,Sunny,32.4,Medium,72.8,Medium,10915,High,85
Hyderabad Exhibition Centre,Event Venue,2025-07-12,Saturday,19,Yes,No,No,Sunny,33.4,High,78.0,High,13444,Very High,152
Hyderabad Exhibition Centre,Event Venue,2025-07-13,Sunday,8,Yes,No,No,Sunny,30.9,Medium,35.3,Low,2861,Low,17
Hyderabad Exhibition Centre,Event Venue,2025-07-13,Sunday,11,Yes,No,No,Cloudy,31.0,Medium,45.1,Medium,6607,Medium,59
Hyderabad Exhibition Centre,Event Venue,2025-07-13,Sunday,15,Yes,No,No,Sunny,32.4,High,75.7,Medium,11902,Very High,110
Hyderabad Exhibition Centre,Event Venue,2025-07-13,Sunday,19,Yes,No,No,Cloudy,31.8,Medium,72.8,High,13350,High,108
Hyderabad Exhibition Centre,Event Venue,2025-07-14,Monday,8,No,No,No,Sunny,34.1,Low,41.1,Low,2737,Low,18
Hyderabad Exhibition Centre,Event Venue,2025-07-14,Monday,11,No,No,No,Sunny,31.6,Medium,48.8,Medium,6022,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-07-14,Monday,15,No,No,No,Sunny,32.0,Medium,52.0,Medium,9683,High,81
Hyderabad Exhibition Centre,Event Venue,2025-07-14,Monday,19,No,No,No,Sunny,32.3,Medium,100.0,High,12876,Very High,141
Hyderabad Exhibition Centre,Event Venue,2025-07-15,Tuesday,8,No,No,No,Cloudy,25.7,Low,30.1,Low,2665,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-07-15,Tuesday,11,No,No,No,Sunny,33.9,Medium,43.6,Medium,5621,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-07-15,Tuesday,15,No,No,No,Sunny,30.2,Medium,48.6,Medium,9301,High,53
Hyderabad Exhibition Centre,Event Venue,2025-07-15,Tuesday,19,No,No,No,Sunny,32.3,Medium,85.0,High,12473,Very High,122
Hyderabad Exhibition Centre,Event Venue,2025-07-16,Wednesday,8,No,No,No,Sunny,31.4,Medium,36.8,Low,2777,Low,20
Hyderabad Exhibition Centre,Event Venue,2025-07-16,Wednesday,11,No,No,No,Cloudy,29.9,Medium,57.3,Medium,5875,Medium,50
Hyderabad Exhibition Centre,Event Venue,2025-07-16,Wednesday,15,No,No,No,Cloudy,34.2,Medium,62.0,Medium,8437,High,57
Hyderabad Exhibition Centre,Event Venue,2025-07-16,Wednesday,19,No,No,No,Sunny,32.8,High,73.8,High,12758,Very High,187
Hyderabad Exhibition Centre,Event Venue,2025-07-17,Thursday,8,No,No,No,Sunny,35.3,Low,36.2,Low,2681,Medium,32
Hyderabad Exhibition Centre,Event Venue,2025-07-17,Thursday,11,No,No,No,Sunny,30.8,Medium,53.5,Medium,6011,Medium,35
Hyderabad Exhibition Centre,Event Venue,2025-07-17,Thursday,15,No,No,No,Sunny,31.4,Low,53.3,Medium,9664,High,86
Hyderabad Exhibition Centre,Event Venue,2025-07-17,Thursday,19,No,No,No,Sunny,32.4,High,69.9,High,12400,Very High,134
Hyderabad Exhibition Centre,Event Venue,2025-07-18,Friday,8,No,No,No,Sunny,29.7,Medium,36.6,Low,2778,Low,19
Hyderabad Exhibition Centre,Event Venue,2025-07-18,Friday,11,No,No,No,Cloudy,31.8,Low,45.6,Medium,5590,High,29
Hyderabad Exhibition Centre,Event Venue,2025-07-18,Friday,15,No,No,No,Rainy,35.2,Medium,38.9,Medium,9982,High,39
Hyderabad Exhibition Centre,Event Venue,2025-07-18,Friday,19,No,No,No,Sunny,28.5,High,83.4,High,13175,Very High,131
Hyderabad Exhibition Centre,Event Venue,2025-07-19,Saturday,8,Yes,No,No,Sunny,34.3,Low,27.8,Medium,3258,Medium,26
Hyderabad Exhibition Centre,Event Venue,2025-07-19,Saturday,11,Yes,No,No,Sunny,30.7,Medium,60.3,Medium,6853,Medium,42
Hyderabad Exhibition Centre,Event Venue,2025-07-19,Saturday,15,Yes,No,No,Cloudy,35.2,High,53.3,High,11817,High,85
Hyderabad Exhibition Centre,Event Venue,2025-07-19,Saturday,19,Yes,No,No,Sunny,32.7,High,82.7,High,16954,Very High,116
Hyderabad Exhibition Centre,Event Venue,2025-07-20,Sunday,8,Yes,No,No,Rainy,33.9,Medium,31.7,Medium,3155,Low,19
Hyderabad Exhibition Centre,Event Venue,2025-07-20,Sunday,11,Yes,No,No,Sunny,30.7,Medium,46.8,Medium,6953,High,44
Hyderabad Exhibition Centre,Event Venue,2025-07-20,Sunday,15,Yes,No,No,Sunny,31.1,High,74.9,Medium,11385,Very High,117
Hyderabad Exhibition Centre,Event Venue,2025-07-20,Sunday,19,Yes,No,No,Sunny,33.0,High,72.3,High,13959,High,85
Hyderabad Exhibition Centre,Event Venue,2025-07-21,Monday,8,No,No,No,Sunny,31.6,Low,26.2,Low,2769,Low,9
Hyderabad Exhibition Centre,Event Venue,2025-07-21,Monday,11,No,No,No,Cloudy,33.6,Medium,46.3,Low,5841,High,33
Hyderabad Exhibition Centre,Event Venue,2025-07-21,Monday,15,No,No,No,Sunny,32.4,Medium,39.4,High,9020,High,40
Hyderabad Exhibition Centre,Event Venue,2025-07-21,Monday,19,No,No,No,Sunny,32.8,Medium,88.8,High,11491,Very High,105
Hyderabad Exhibition Centre,Event Venue,2025-07-22,Tuesday,8,No,No,No,Rainy,30.9,Low,14.6,Low,2715,Medium,6
Hyderabad Exhibition Centre,Event Venue,2025-07-22,Tuesday,11,No,No,No,Cloudy,30.0,Low,31.7,Low,6171,Low,30
Hyderabad Exhibition Centre,Event Venue,2025-07-22,Tuesday,15,No,No,No,Sunny,32.7,Medium,77.2,High,9564,Very High,74
Hyderabad Exhibition Centre,Event Venue,2025-07-22,Tuesday,19,No,No,No,Sunny,33.2,High,66.8,High,12925,Very High,130
Hyderabad Exhibition Centre,Event Venue,2025-07-23,Wednesday,8,No,No,No,Sunny,33.8,Low,40.3,Medium,2631,Low,10
Hyderabad Exhibition Centre,Event Venue,2025-07-23,Wednesday,11,No,No,No,Sunny,32.2,Low,34.3,Medium,5689,High,56
Hyderabad Exhibition Centre,Event Venue,2025-07-23,Wednesday,15,No,No,No,Cloudy,34.0,Medium,65.7,High,9775,High,72
Hyderabad Exhibition Centre,Event Venue,2025-07-23,Wednesday,19,No,No,No,Sunny,30.3,High,82.3,High,12771,Very High,199
Hyderabad Exhibition Centre,Event Venue,2025-07-24,Thursday,8,No,No,No,Cloudy,36.9,Low,27.9,Low,2600,Medium,12
Hyderabad Exhibition Centre,Event Venue,2025-07-24,Thursday,11,No,No,No,Cloudy,31.6,Medium,40.3,Medium,4955,Medium,33
Hyderabad Exhibition Centre,Event Venue,2025-07-24,Thursday,15,No,No,No,Cloudy,33.4,Medium,56.6,Medium,10243,High,64
Hyderabad Exhibition Centre,Event Venue,2025-07-24,Thursday,19,No,No,No,Sunny,32.2,High,51.2,Medium,11474,High,97
Hyderabad Exhibition Centre,Event Venue,2025-07-25,Friday,8,No,No,No,Sunny,33.3,Low,21.2,Low,2320,Low,24
Hyderabad Exhibition Centre,Event Venue,2025-07-25,Friday,11,No,No,No,Sunny,30.6,Medium,57.6,Medium,5749,High,67
Hyderabad Exhibition Centre,Event Venue,2025-07-25,Friday,15,No,No,No,Rainy,32.6,Medium,52.8,Medium,9520,High,43
Hyderabad Exhibition Centre,Event Venue,2025-07-25,Friday,19,No,No,No,Cloudy,33.3,High,93.2,High,13012,Very High,144
Hyderabad Exhibition Centre,Event Venue,2025-07-26,Saturday,8,Yes,No,No,Cloudy,34.8,Low,45.7,Low,3124,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-07-26,Saturday,11,Yes,No,No,Cloudy,33.0,Medium,26.2,Medium,6247,Medium,42
Hyderabad Exhibition Centre,Event Venue,2025-07-26,Saturday,15,Yes,No,No,Cloudy,30.3,High,76.1,High,11785,Very High,145
Hyderabad Exhibition Centre,Event Venue,2025-07-26,Saturday,19,Yes,No,No,Sunny,32.1,High,73.4,High,13459,Very High,152
Hyderabad Exhibition Centre,Event Venue,2025-07-27,Sunday,8,Yes,No,No,Rainy,32.8,Medium,23.2,Low,3026,Low,13
Hyderabad Exhibition Centre,Event Venue,2025-07-27,Sunday,11,Yes,No,No,Sunny,34.7,Medium,42.7,Medium,6326,Medium,37
Hyderabad Exhibition Centre,Event Venue,2025-07-27,Sunday,15,Yes,No,No,Cloudy,31.8,Medium,70.3,Medium,10281,High,66
Hyderabad Exhibition Centre,Event Venue,2025-07-27,Sunday,19,Yes,No,No,Sunny,29.6,High,70.7,High,13624,Very High,129
Hyderabad Exhibition Centre,Event Venue,2025-07-28,Monday,8,No,No,No,Cloudy,29.1,Low,41.8,Low,2440,Low,17
Hyderabad Exhibition Centre,Event Venue,2025-07-28,Monday,11,No,No,No,Cloudy,31.5,Medium,43.1,Low,5450,High,39
Hyderabad Exhibition Centre,Event Venue,2025-07-28,Monday,15,No,No,No,Sunny,31.6,Medium,66.0,Medium,9587,High,85
Hyderabad Exhibition Centre,Event Venue,2025-07-28,Monday,19,No,No,No,Cloudy,33.7,High,78.4,High,12632,Very High,177
Hyderabad Exhibition Centre,Event Venue,2025-07-29,Tuesday,8,No,No,No,Sunny,35.8,Medium,12.2,Low,2592,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-07-29,Tuesday,11,No,No,No,Cloudy,30.4,Medium,40.3,Medium,5735,Low,15
Hyderabad Exhibition Centre,Event Venue,2025-07-29,Tuesday,15,No,No,No,Cloudy,33.3,Medium,65.2,Medium,9131,High,70
Hyderabad Exhibition Centre,Event Venue,2025-07-29,Tuesday,19,No,No,No,Cloudy,29.7,Medium,92.0,High,10740,Very High,125
Hyderabad Exhibition Centre,Event Venue,2025-07-30,Wednesday,8,No,No,No,Cloudy,35.0,Low,32.2,Low,2415,Medium,6
Hyderabad Exhibition Centre,Event Venue,2025-07-30,Wednesday,11,No,No,No,Sunny,32.9,Medium,45.0,Medium,5630,Medium,38
Hyderabad Exhibition Centre,Event Venue,2025-07-30,Wednesday,15,No,No,No,Sunny,34.1,Medium,54.9,Medium,10251,High,56
Hyderabad Exhibition Centre,Event Venue,2025-07-30,Wednesday,19,No,No,No,Cloudy,35.2,High,72.9,High,12186,Very High,131
Hyderabad Exhibition Centre,Event Venue,2025-07-31,Thursday,8,No,No,No,Cloudy,33.4,Medium,11.9,Low,2418,Low,16
Hyderabad Exhibition Centre,Event Venue,2025-07-31,Thursday,11,No,No,No,Sunny,28.6,Medium,40.6,Medium,5440,Medium,32
Hyderabad Exhibition Centre,Event Venue,2025-07-31,Thursday,15,No,No,No,Rainy,32.4,Medium,66.1,High,9253,High,81
Hyderabad Exhibition Centre,Event Venue,2025-07-31,Thursday,19,No,No,No,Rainy,28.6,Medium,68.0,High,13480,High,65
Hyderabad Exhibition Centre,Event Venue,2025-08-01,Friday,8,No,No,No,Sunny,32.1,Low,24.2,Low,2561,Low,8
Hyderabad Exhibition Centre,Event Venue,2025-08-01,Friday,11,No,No,No,Rainy,31.4,Medium,42.5,Low,6231,Low,19
Hyderabad Exhibition Centre,Event Venue,2025-08-01,Friday,15,No,No,No,Sunny,32.0,Medium,67.5,High,9104,High,88
Hyderabad Exhibition Centre,Event Venue,2025-08-01,Friday,19,No,No,No,Sunny,33.4,High,86.0,High,12961,Very High,163
Hyderabad Exhibition Centre,Event Venue,2025-08-02,Saturday,8,Yes,No,No,Sunny,29.1,Medium,26.1,Low,3026,Low,14
Hyderabad Exhibition Centre,Event Venue,2025-08-02,Saturday,11,Yes,No,No,Rainy,30.1,Medium,36.8,Low,6836,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-08-02,Saturday,15,Yes,No,No,Cloudy,31.7,High,64.7,Medium,10006,High,83
Hyderabad Exhibition Centre,Event Venue,2025-08-02,Saturday,19,Yes,No,No,Sunny,29.0,High,70.7,High,12758,Very High,114
Hyderabad Exhibition Centre,Event Venue,2025-08-03,Sunday,8,Yes,No,No,Sunny,30.4,Low,49.2,Low,3151,Low,22
Hyderabad Exhibition Centre,Event Venue,2025-08-03,Sunday,11,Yes,No,No,Sunny,29.5,Medium,45.0,Low,6121,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-08-03,Sunday,15,Yes,No,No,Sunny,29.8,Medium,68.1,Medium,11144,High,77
Hyderabad Exhibition Centre,Event Venue,2025-08-03,Sunday,19,Yes,No,No,Cloudy,32.6,High,61.7,High,13513,High,58
Hyderabad Exhibition Centre,Event Venue,2025-08-04,Monday,8,No,No,No,Sunny,34.1,Medium,34.6,Low,2366,Medium,6
Hyderabad Exhibition Centre,Event Venue,2025-08-04,Monday,11,No,No,No,Cloudy,31.8,Medium,45.1,Medium,5534,Medium,12
Hyderabad Exhibition Centre,Event Venue,2025-08-04,Monday,15,No,No,No,Cloudy,32.6,Medium,66.4,Medium,9630,High,48
Hyderabad Exhibition Centre,Event Venue,2025-08-04,Monday,19,No,No,No,Rainy,31.6,Medium,60.0,High,11624,High,100
Hyderabad Exhibition Centre,Event Venue,2025-08-05,Tuesday,8,No,No,No,Sunny,29.6,Low,32.5,Medium,2632,Low,8
Hyderabad Exhibition Centre,Event Venue,2025-08-05,Tuesday,11,No,No,No,Sunny,34.0,Medium,45.3,Medium,5778,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-08-05,Tuesday,15,No,No,No,Sunny,33.2,High,70.7,High,9000,Very High,113
Hyderabad Exhibition Centre,Event Venue,2025-08-05,Tuesday,19,No,No,No,Rainy,28.3,Medium,57.2,Medium,13029,High,76
Hyderabad Exhibition Centre,Event Venue,2025-08-06,Wednesday,8,No,No,No,Cloudy,28.2,Medium,41.4,Low,2443,Low,15
Hyderabad Exhibition Centre,Event Venue,2025-08-06,Wednesday,11,No,No,No,Sunny,34.8,Medium,55.5,Medium,5375,Medium,56
Hyderabad Exhibition Centre,Event Venue,2025-08-06,Wednesday,15,No,No,No,Sunny,31.5,High,77.9,High,9609,Very High,129
Hyderabad Exhibition Centre,Event Venue,2025-08-06,Wednesday,19,No,No,No,Cloudy,30.8,High,90.7,High,11814,Very High,126
Hyderabad Exhibition Centre,Event Venue,2025-08-07,Thursday,8,No,No,No,Rainy,29.6,Low,13.5,Low,2681,Low,19
Hyderabad Exhibition Centre,Event Venue,2025-08-07,Thursday,11,No,No,No,Rainy,33.8,Medium,52.5,Low,5876,Medium,16
Hyderabad Exhibition Centre,Event Venue,2025-08-07,Thursday,15,No,No,No,Rainy,29.5,Medium,50.5,Low,8979,Medium,52
Hyderabad Exhibition Centre,Event Venue,2025-08-07,Thursday,19,No,No,No,Sunny,30.0,Medium,81.0,High,11596,Very High,110
Hyderabad Exhibition Centre,Event Venue,2025-08-08,Friday,8,No,No,No,Cloudy,36.2,Medium,18.1,Low,2391,Medium,16
Hyderabad Exhibition Centre,Event Venue,2025-08-08,Friday,11,No,No,No,Sunny,30.7,Medium,60.4,Medium,5665,Medium,40
Hyderabad Exhibition Centre,Event Venue,2025-08-08,Friday,15,No,No,No,Sunny,30.9,Medium,62.8,High,9533,High,78
Hyderabad Exhibition Centre,Event Venue,2025-08-08,Friday,19,No,No,No,Sunny,28.5,High,86.1,High,12102,Very High,185
Hyderabad Exhibition Centre,Event Venue,2025-08-09,Saturday,8,Yes,No,Yes,Cloudy,28.4,Medium,19.9,Low,3301,Low,49
Hyderabad Exhibition Centre,Event Venue,2025-08-09,Saturday,11,Yes,No,Yes,Rainy,31.0,High,42.0,Medium,7227,Medium,53
Hyderabad Exhibition Centre,Event Venue,2025-08-09,Saturday,15,Yes,No,Yes,Sunny,32.9,High,68.7,High,11869,High,94
Hyderabad Exhibition Centre,Event Venue,2025-08-09,Saturday,19,Yes,No,Yes,Sunny,31.2,High,87.0,High,16011,Very High,148
Hyderabad Exhibition Centre,Event Venue,2025-08-10,Sunday,8,Yes,No,No,Cloudy,32.1,Low,29.5,Low,2909,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-10,Sunday,11,Yes,No,No,Sunny,30.7,High,72.0,Medium,5655,Medium,53
Hyderabad Exhibition Centre,Event Venue,2025-08-10,Sunday,15,Yes,No,No,Sunny,32.0,Medium,66.6,Medium,9245,High,68
Hyderabad Exhibition Centre,Event Venue,2025-08-10,Sunday,19,Yes,No,No,Rainy,29.5,Medium,83.9,Medium,14156,High,82
Hyderabad Exhibition Centre,Event Venue,2025-08-11,Monday,8,No,No,No,Cloudy,30.7,Low,15.0,Low,2279,Low,20
Hyderabad Exhibition Centre,Event Venue,2025-08-11,Monday,11,No,No,No,Sunny,32.0,Low,42.2,Medium,6097,Medium,22
Hyderabad Exhibition Centre,Event Venue,2025-08-11,Monday,15,No,No,No,Sunny,31.1,Medium,73.8,High,9558,High,80
Hyderabad Exhibition Centre,Event Venue,2025-08-11,Monday,19,No,No,No,Sunny,27.1,High,85.1,High,12121,Very High,150
